,Unnamed: 0,course_type,course_name,course_link,uni_name,german_cities_x,finan_support,lang_of_instr,dura_of_study,semester_beginning,superv_type,german_cities_dup,german_cities_y,german_states
190,191,PhD / Doctorate,Nanoagents for Spatiotemporal Control of Molecular and Cellular Reactions (DFG-SFB 1032 Integriertes GRK),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4449/,Ludwig-Maximilians-Universität München ,München,inquire,English,More than 9 semesters,Winter semester,Structured research and supervision,Munich,Munich,Bavaria
191,192,PhD / Doctorate,PEI - PhD Programme for Environmental Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4075/,University of Göttingen ,Göttingen,inquire,"German, English",6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
192,193,PhD / Doctorate,PhD Genomic and Molecular Medicine - Personalised Approaches to Childhood Health,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6398/,Ludwig-Maximilians-Universität München ,München,inquire,English,6 semesters,Winter semester,Structured research and supervision,Munich,Munich,Bavaria
193,194,PhD / Doctorate,PhD in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3819/,Technische Universität Kaiserslautern ,Kaiserslautern,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Kaiserslautern,Kaiserslautern,Rhineland-Palatinate
194,195,PhD / Doctorate,PhD in International Development Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4006/,Ruhr-Universität Bochum ,Bochum,inquire,English,6 semesters,Winter semester,Structured research and supervision,Bochum,Bochum,North Rhine-Westphalia
195,196,PhD / Doctorate,PhD in Mathematics (Mathematics as a Key Technology),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3755/,Technische Universität Kaiserslautern ,Kaiserslautern,inquire,English,6 semesters,Any time,Structured research and supervision,Kaiserslautern,Kaiserslautern,Rhineland-Palatinate
196,197,PhD / Doctorate,PhD in Medical Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4839/,Heinrich Heine University Düsseldorf ,Düsseldorf,inquire,"German, English",6 semesters,Any time,Structured research and supervision,Düsseldorf,Düsseldorf,North Rhine-Westphalia
197,198,PhD / Doctorate,PhD in Neuroscience – International Max Planck Research School (IMPRS) for Brain and Behaviour,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5335/,Research Center caesar ,Bonn,inquire,English,6 semesters,Any time,Structured research and supervision,Bonn,Bonn,North Rhine-Westphalia
198,199,PhD / Doctorate,PhD Medical Research - Epidemiology & Public Health,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5296/,Ludwig-Maximilians-Universität München ,München,inquire,English,6 semesters,Winter semester,Structured research and supervision,Munich,Munich,Bavaria
199,200,PhD / Doctorate,PhD Oral Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7045/,Ludwig-Maximilians-Universität München ,München,inquire,English,6 semesters,Winter semester,Structured research and supervision,Munich,Munich,Bavaria
200,201,PhD / Doctorate,PhD Programme Auditory Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6382/,Hannover Medical School ,Hannover,inquire,English,6 semesters,Winter semester,Structured research and supervision,Hanover,Hanover,Lower Saxony
201,202,PhD / Doctorate,PhD Programme Environmental and Resource Management (ERM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3984/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Cottbus,Cottbus,Brandenburg
202,203,PhD / Doctorate,PhD Programme Heritage Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4183/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Cottbus,Cottbus,Brandenburg
203,204,PhD / Doctorate,PhD Programme in Accounting,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7041/,Goethe University Frankfurt ,Frankfurt am Main,inquire,English,8 semesters,Winter semester,Structured research and supervision,Frankfurt am Main,Frankfurt am Main,Hesse
204,205,PhD / Doctorate,PhD Programme in Computer Science (PCS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4073/,University of Göttingen ,Göttingen,inquire,"German, English",6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
205,206,PhD / Doctorate,PhD Programme in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4543/,Goethe University Frankfurt ,Frankfurt am Main,inquire,English,8 semesters,Winter semester,Structured research and supervision,Frankfurt am Main,Frankfurt am Main,Hesse
206,207,PhD / Doctorate,PhD Programme in Epidemiology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4786/,Hannover Medical School ,Braunschweig,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Braunschweig,Braunschweig,Lower Saxony
207,208,PhD / Doctorate,PhD Programme in Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5389/,Goethe University Frankfurt ,Frankfurt am Main,inquire,English,8 semesters,Winter semester,Structured research and supervision,Frankfurt am Main,Frankfurt am Main,Hesse
208,209,PhD / Doctorate,PhD Programme in Marketing,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5390/,Goethe University Frankfurt ,Frankfurt am Main,inquire,English,8 semesters,Winter semester,Structured research and supervision,Frankfurt am Main,Frankfurt am Main,Hesse
209,210,PhD / Doctorate,PhD Programme in Mathematical Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3941/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
210,211,PhD / Doctorate,PhD Programme in Medical Life Science and Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4095/,Technische Universität München ,München,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Munich,Munich,Bavaria
211,212,PhD / Doctorate,PhD Programme in Optics & Photonics at the Karlsruhe School of Optics & Photonics (KSOP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3952/,Karlsruhe Institute of Technology ,Karlsruhe,inquire,English,6 semesters,Any time,Structured research and supervision,Karlsruhe,Karlsruhe,Baden-Württemberg
212,213,PhD / Doctorate,PhD Programme Medical Research - International Health,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4133/,Ludwig-Maximilians-Universität München ,München,inquire,English,6 semesters,Winter semester,Structured research and supervision,Munich,Munich,Bavaria
213,214,PhD / Doctorate,PhD Programme of the Faculties of Veterinary Medicine and Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6878/,Justus Liebig University Giessen ,Gießen,inquire,English,6 semesters,Winter semester,Structured research and supervision,Gießen,Gießen,Hesse
214,215,PhD / Doctorate,PhD Programme of the International Max Planck Research School for Condensed Matter Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3875/,Max Planck Institute for Solid State Research ,Stuttgart,inquire,English,8 semesters,Any time,Structured research and supervision,Stuttgart,Stuttgart,Baden-Württemberg
215,216,PhD / Doctorate,PhD Programme: Infection Biology (ZIB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3967/,Hannover Medical School ,Hannover,inquire,English,6 semesters,Winter semester,Structured research and supervision,Hanover,Hanover,Lower Saxony
216,217,PhD / Doctorate,PhD Programme: Regenerative Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3968/,Hannover Medical School ,Hannover,inquire,English,6 semesters,Winter semester,Structured research and supervision,Hanover,Hanover,Lower Saxony
217,218,PhD / Doctorate,PhD/MD-PhD Programme - Experimental Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6346/,University of Tübingen ,Tübingen,inquire,English,6 semesters,Any time,Structured research and supervision,Tübingen,Tübingen,Baden-Württemberg
218,219,PhD / Doctorate,Physics (PhD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4810/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
219,220,PhD / Doctorate,Postgraduate International Programme in Physics and Electrical Engineering PIP,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4191/,University of Bremen ,Bremen,inquire,"German, English",8 semesters,Any time,Structured research and supervision,Bremen,Bremen,Bremen
220,221,PhD / Doctorate,Privacy and Digitalisation (DFG Research Training Group 1681/2),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4336/,University of Passau ,Passau,inquire,German,6 semesters,Any time,Structured research and supervision,Passau,Passau,Bavaria
221,222,PhD / Doctorate,Public International Law: Human Rights – International Economic and Environmental Law – International Criminal Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5375/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Winter semester,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
222,223,PhD / Doctorate,Research Training Group 2088 — Discovering Structure in Complex Data: Statistics Meets Optimisation and Inverse Problems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6897/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
223,224,PhD / Doctorate,Research Training Group 2433: Differential Equation- and Data-Driven Models in Life Sciences and Fluid Dynamics (DAEDALUS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7038/,Technische Universität Berlin ,Berlin,inquire,English,6 semesters,Other,Structured research and supervision,Berlin,Berlin,Berlin
224,225,PhD / Doctorate,Research Training Group Molecular Basis of Sensory Biology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5396/,University of Oldenburg ,Oldenburg,inquire,English,6 semesters,Any time,Structured research and supervision,Oldenburg,Oldenburg,Lower Saxony
225,226,PhD / Doctorate,Research Training Group of the Collaborative Research Centre 1369: Cultures of Vigilance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7042/,Ludwig-Maximilians-Universität München ,München,inquire,"German, English",8 semesters,Other,Structured research and supervision,Munich,Munich,Bavaria
226,227,PhD / Doctorate,RTG GRK2338 Targets in Toxicology - Deciphering Therapeutic Targets in Lung Toxicology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5456/,Ludwig-Maximilians-Universität München ,München,inquire,"German, English",8 semesters,Other,Structured research and supervision,Munich,Munich,Bavaria
227,228,Graduate school,RUB Research School,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7119/,Ruhr-Universität Bochum ,Bochum,inquire,"German, English",8 semesters,Other,Structured research and supervision,Bochum,Bochum,North Rhine-Westphalia
228,229,PhD / Doctorate,Science of Intelligence (SCIoI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7082/,Technische Universität Berlin ,Berlin,inquire,English,6 semesters,Winter semester,Structured research and supervision,Berlin,Berlin,Berlin
229,230,PhD / Doctorate,Solar System School — International Max Planck Research School for Solar System Science (PhD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4074/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
230,231,PhD / Doctorate,Spemann Graduate School of Biology and Medicine (SGBM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6883/,University of Freiburg ,Freiburg im Breisgau,inquire,English,6 semesters,Any time,Structured research and supervision,Freiburg im Breisgau,Freiburg im Breisgau,Baden-Württemberg
231,232,PhD / Doctorate,Structured PhD Programme in Integrated Climate System Sciences (ICSS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4116/,Universität Hamburg ,Hamburg,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Hamburg,Hamburg,Hamburg
232,233,Graduate school,The Graduate School of Life Sciences (GSLS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5418/,Julius-Maximilians-Universität Würzburg ,Würzburg,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Würzburg,Würzburg,Bavaria
233,234,PhD / Doctorate,"Trafficking of Immune Cells in Inflammation, Development and Disease (DFG-SFB 914 Integriertes GRK)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4367/,Ludwig-Maximilians-Universität München ,München,inquire,English,6 semesters,"Winter semester, Summer semester",Structured research and supervision,Munich,Munich,Bavaria
234,235,PhD / Doctorate,"Trinational Doctoral Programme in Europe's Founding Myths in Literature, Art and Music",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6881/,University of Bonn ,Bonn,inquire,"German, French, Italian",6 semesters,Any time,Structured research and supervision,Bonn,Bonn,North Rhine-Westphalia
235,236,PhD / Doctorate,Trinational Doctoral Programme in Italian Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3857/,University of Bonn ,Bonn,inquire,"German, Italian",6 semesters,Any time,Structured research and supervision,Bonn,Bonn,North Rhine-Westphalia
236,237,PhD / Doctorate,Tübingen International PhD Programme: Biological Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4130/,Max Planck Institute for Developmental Biology ,Tübingen,inquire,English,8 semesters,Any time,Structured research and supervision,Tübingen,Tübingen,Baden-Württemberg
237,238,PhD / Doctorate,Understanding Written Artefacts Doctoral Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6935/,Universität Hamburg ,Hamburg,inquire,English,6 semesters,Any time,Structured research and supervision,Hamburg,Hamburg,Hamburg
238,239,PhD / Doctorate,Wood Biology and Wood Technology (PhD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3694/,University of Göttingen ,Göttingen,inquire,English,6 semesters,Any time,Structured research and supervision,Göttingen,Göttingen,Lower Saxony
