,Unnamed: 0,course_type,course_name,course_link,uni_name,german_cities_x,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type,german_cities_dup,german_cities_y,german_states
0,1,Bachelor's degree,Advertising & Brand Communication (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6217/,SRH Berlin University of Applied Sciences ,Berlin,"3.900,00",English,7 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
1,2,Bachelor's degree,"African Verbal and Visual Arts: Languages, Literatures, Media and Art (BA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5443/,University of Bayreuth ,Bayreuth,none,English,6 semesters,Winter semester,,,,Bayreuth,Bayreuth,Bavaria
2,3,Bachelor's degree,"Agribusiness, BA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4229/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,7 semesters,Winter semester,,,,Kleve,Kleve,North Rhine-Westphalia
3,4,Bachelor's degree,Applied Biology (BSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3779/,Hochschule Bonn-Rhein-Sieg ,Rheinbach,none,English,6 semesters,Winter semester,,,,Rheinbach,Rheinbach,North Rhine-Westphalia
4,5,Bachelor's degree,Applied Cultural and Translation Studies (German-Polish),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7016/,University of Potsdam ,Potsdam,none,"German, Other teaching language",6 semesters,Winter semester,,,,Potsdam,Potsdam,Brandenburg
5,6,Bachelor's degree,Applied Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4725/,Mittweida University of Applied Sciences ,Mittweida,none,English,6 semesters,Winter semester,,,,Mittweida,Mittweida,Saxony
6,7,Bachelor's degree,Audio Design (BA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6219/,SRH Berlin University of Applied Sciences ,Berlin,"4.500,00",English,7 semesters,Summer semester,,,,Berlin,Berlin,Berlin
7,8,Bachelor's degree,Autonomous Vehicle Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6920/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,7 semesters,Winter semester,,,,Ingolstadt,Ingolstadt,Bavaria
8,9,Bachelor's degree,Aviation Management Bachelor of Arts,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4335/,Worms University of Applied Sciences ,Worms,none,English,7 semesters,Summer semester,,,,Worms,Worms,Rhineland-Palatinate
9,10,Bachelor's degree,BA Architecture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5660/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,8 semesters,Winter semester,,,,Berlin,Berlin,Berlin
10,11,Bachelor's degree,BA Business Administration | International Management & Marketing,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4538/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
11,12,Bachelor's degree,BA Business Administration | Organisational Psychology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5460/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
12,13,Bachelor's degree,BA Digital Business & Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5461/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
13,14,Bachelor's degree,BA European Cultures and Society (EUCS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3887/,Europa-Universität Flensburg ,Flensburg,none,English,6 semesters,Winter semester,,,,Flensburg,Flensburg,Schleswig-Holstein
14,15,Bachelor's degree,BA German Studies in Cultural Comparison,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4277/,Universität Heidelberg ,Heidelberg,varied,German,6 semesters,"Winter semester, Summer semester",,,,Heidelberg,Heidelberg,Baden-Württemberg
15,16,Bachelor's degree,BA Graphic Design & Visual Communication,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4557/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
16,17,Bachelor's degree,"BA in Economics, Politics, and Social Thought",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4537/,"Bard College Berlin, a Liberal Arts University ",Berlin,,English,8 semesters,Winter semester,,,,Berlin,Berlin,Berlin
17,18,Bachelor's degree,"BA in Humanities, the Arts, and Social Thought",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4535/,"Bard College Berlin, a Liberal Arts University ",Berlin,,English,8 semesters,Winter semester,,,,Berlin,Berlin,Berlin
18,19,Bachelor's degree,BA in International Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4546/,University of Applied Sciences Würzburg-Schweinfurt ,Würzburg,none,English,7 semesters,Winter semester,,,,Würzburg,Würzburg,Bavaria
19,20,Bachelor's degree,BA Interior Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4539/,Berlin International University of Applied Sciences ,Berlin,"3.960,00",English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
20,21,Bachelor's degree,BA International Business – Intercultural Studies (IBIS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3930/,Heilbronn University of Applied Sciences ,Heilbronn,"1.500,00","German, English, French, Russian, Spanish, Other teaching language",7 semesters,"Winter semester, Summer semester",,,,Heilbronn,Heilbronn,Baden-Württemberg
21,22,Bachelor's degree,BA International Management Studies in the Baltic Sea Region (BMS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6453/,Stralsund University of Applied Sciences ,Stralsund,none,English,8 semesters,Winter semester,,,,Stralsund,Stralsund,Mecklenburg-Western Pomerania
22,23,Bachelor's degree,BA Management in International Business,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6403/,University of Applied Management Studies ,Mannheim,"3.540,00",English,6 semesters,"Winter semester, Summer semester",,,,Mannheim,Mannheim,Baden-Württemberg
23,24,Bachelor's degree,Bachelor Electrical Engineering/Elektrotechnik (BEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4762/,HTW Dresden - University of Applied Sciences ,Dresden,none,"German, English",8 semesters,Winter semester,,,,Dresden,Dresden,Saxony
24,25,Bachelor's degree,Bachelor German as a Second/Foreign Language - BA Deutsch als Zweit-/Fremdsprache,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6971/,University of Education Freiburg ,Freiburg im Breisgau,varied,"German, English",6 semesters,Winter semester,,,,Freiburg im Breisgau,Freiburg im Breisgau,Baden-Württemberg
25,26,Bachelor's degree,Bachelor in European Economic Studies (BSc in EES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3635/,University of Bamberg ,Bamberg,none,"German, English",6 semesters,Winter semester,,,,Bamberg,Bamberg,Bavaria
26,27,Bachelor's degree,Bachelor in Management & Technology (BSc) - Heilbronn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5704/,Technische Universität München ,Heilbronn,none,English,6 semesters,Winter semester,,,,Heilbronn,Heilbronn,Baden-Württemberg
27,28,Bachelor's degree,Bachelor International Business (BIB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3906/,HTW Berlin ,Berlin,none,English,7 semesters,"Winter semester, Summer semester",,,,Berlin,Berlin,Berlin
28,29,Bachelor's degree,Bachelor of Arts in Business Management and Psychology (BMP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4828/,Furtwangen University ,Villingen-Schwenningen,"1.500,00","German, English",7 semesters,Summer semester,,,,Villingen-Schwenningen,Villingen-Schwenningen,Baden-Württemberg
29,30,Bachelor's degree,Bachelor of Arts in European Studies / Bachelor of Arts in European Studies (Major),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3642/,University of Passau ,Passau,none,"German, English, French, Italian, Russian, Spanish, Other teaching language",6 semesters,"Winter semester, Summer semester",,,,Passau,Passau,Bavaria
30,31,Bachelor's degree,Bachelor of Arts in Fashion Design (with internship),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5617/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"4.050,00",English,7 semesters,Winter semester,,,,Berlin,Berlin,Berlin
31,32,Bachelor's degree,Bachelor of Arts in Global Economics and Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4128/,Jacobs University Bremen ,Bremen,"10.000,00",English,6 semesters,Winter semester,,,,Bremen,Bremen,Bremen
32,33,Bachelor's degree,Bachelor of Arts in Governance and Public Policy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6285/,University of Passau ,Passau,none,German,6 semesters,Winter semester,,,,Passau,Passau,Bavaria
33,34,Bachelor's degree,"Bachelor of Arts in International Business (Internationale Betriebswirtschaft, IBW)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5274/,Furtwangen University ,Villingen-Schwenningen,"1.500,00","German, English, Chinese, French, Spanish",7 semesters,"Winter semester, Summer semester",,,,Villingen-Schwenningen,Villingen-Schwenningen,Baden-Württemberg
34,35,Bachelor's degree,Bachelor of Arts in International Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4631/,Jacobs University Bremen ,Bremen,"10.000,00",English,6 semesters,Winter semester,,,,Bremen,Bremen,Bremen
35,36,Bachelor's degree,Bachelor of Arts in International Business Management (IBM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3675/,Furtwangen University ,Villingen-Schwenningen,"1.500,00",English,7 semesters,Winter semester,,,,Villingen-Schwenningen,Villingen-Schwenningen,Baden-Württemberg
36,37,Bachelor's degree,Bachelor of Arts in International Cultural and Business Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3643/,University of Passau ,Passau,none,"German, English, Chinese, French, Italian, Russian, Spanish, Other teaching language",6 semesters,Winter semester,,,,Passau,Passau,Bavaria
37,38,Bachelor's degree,Bachelor of Arts in International Relations: Politics and History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4048/,Jacobs University Bremen ,Bremen,"10.000,00",English,6 semesters,Winter semester,,,,Bremen,Bremen,Bremen
38,39,Bachelor's degree,Bachelor of Arts in North American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4612/,Freie Universität Berlin ,Berlin,none,English,6 semesters,Winter semester,,,,Berlin,Berlin,Berlin
39,40,Bachelor's degree,"Bachelor of Arts in Society, Media and Politics",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3592/,Jacobs University Bremen ,Bremen,"10.000,00",English,6 semesters,Winter semester,,,,Bremen,Bremen,Bremen
