,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
609,Ilmenau,Thuringia,980,Master's degree,Materials Science / Werkstoffwissenschaft / Ingenieria y Ciencias de los Materiales,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4809/,Technische Universität Ilmenau ,Ilmenau,none,"German, Spanish, English",4 semesters,"Winter semester, Summer semester",,,
610,Ilmenau,Thuringia,1032,Master's degree,Media Technology MSc Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4147/,Technische Universität Ilmenau ,Ilmenau,none,English,3 semesters,"Winter semester, Summer semester",,,
611,Ilmenau,Thuringia,1164,Master's degree,Research in Computer & Systems Engineering (RCSE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4092/,Technische Universität Ilmenau ,Ilmenau,none,English,4 semesters,Winter semester,,,
612,Ingolstadt,Bavaria,92,Master's degree,Business Administration - Specialisation in International Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7047/,Catholic University of Eichstätt-Ingolstadt ,Ingolstadt,none,English,4 semesters,Winter semester,,,
613,Ingolstadt,Bavaria,93,Master's degree,"Business Administration, Specialisation in Entrepreneurship & Social Innovation",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7005/,Catholic University of Eichstätt-Ingolstadt ,Ingolstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
614,Ingolstadt,Bavaria,95,Master's degree,Business and Psychology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7004/,Catholic University of Eichstätt-Ingolstadt ,Ingolstadt,none,English,4 semesters,Winter semester,,,
615,Ingolstadt,Bavaria,433,Master's degree,International Automotive Engineering (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6092/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,"Winter semester, Summer semester",,,
616,Ingolstadt,Bavaria,699,Master's degree,Master of Automotive Production Engineering (MAPE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4403/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Summer semester,,,
617,Ingolstadt,Bavaria,1163,Master's degree,Renewable Energy Systems (RES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4685/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Winter semester,,,
618,Ingolstadt,Bavaria,1169,Master's degree,Retail and Consumer Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4867/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Winter semester,,,
619,Ingolstadt,Bavaria,1247,Master's degree,User Experience Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6140/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,"Winter semester, Summer semester",,,
620,Jena,Thuringia,669,Master's degree,Master of Arts in English Studies / American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6200/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
621,Jena,Thuringia,682,Master's degree,Master of Arts in International Organisations and Crisis Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6932/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
622,Jena,Thuringia,747,Master's degree,Master of Science Biochemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4340/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
623,Jena,Thuringia,750,Master's degree,"Master of Science Evolution, Ecology and Systematics",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5550/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
624,Jena,Thuringia,768,Master's degree,Master of Science in Business Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5322/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
625,Jena,Thuringia,773,Master's degree,Master of Science in Chemistry of Materials,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5303/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
626,Jena,Thuringia,802,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4251/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
627,Jena,Thuringia,855,Master's degree,Master of Science in Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5204/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
628,Jena,Thuringia,859,Master's degree,Master of Science in Medical Photonics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4708/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
629,Jena,Thuringia,863,Master's degree,Master of Science in Microbiology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3977/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
630,Jena,Thuringia,866,Master's degree,Master of Science in Molecular Life Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4252/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
631,Jena,Thuringia,867,Master's degree,Master of Science in Molecular Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4000/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
632,Jena,Thuringia,872,Master's degree,Master of Science in Photonics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3880/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
633,Jena,Thuringia,892,Master's degree,Master of Science in Scientific Instrumentation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3796/,University of Applied Sciences Jena ,Jena,none,English,4 semesters,Winter semester,,,
634,Jena,Thuringia,1142,Master's degree,"Physics, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5203/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
635,Jülich,North Rhine-Westphalia,761,Master's degree,Master of Science in Biomedical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3754/,FH Aachen University of Applied Sciences ,Jülich,none,English,4 semesters,"Winter semester, Summer semester",,,
636,Jülich,North Rhine-Westphalia,869,Master's degree,Master of Science in Nuclear Applications (MNA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3810/,FH Aachen University of Applied Sciences ,Jülich,none,English,4 semesters,"Winter semester, Summer semester",,,
637,Kaiserslautern,Rhineland-Palatinate,3,Master's degree,Actuarial and Financial Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4722/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
638,Kaiserslautern,Rhineland-Palatinate,42,Master's degree,Automation and Control (AUT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4818/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,3 semesters,"Winter semester, Summer semester",,,
639,Kaiserslautern,Rhineland-Palatinate,147,Master's degree,Computer Science (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3629/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
640,Kaiserslautern,Rhineland-Palatinate,244,Master's degree,Embedded Systems (ESY),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3590/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,3 semesters,"Winter semester, Summer semester",,,
641,Kaiserslautern,Rhineland-Palatinate,292,Master's degree,European Master in Embedded Computing Systems (EMECS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4131/,Technische Universität Kaiserslautern ,Kaiserslautern,,English,4 semesters,Winter semester,,,
642,Kaiserslautern,Rhineland-Palatinate,319,Master's degree,Financial Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5321/,Technische Universität Kaiserslautern ,Kaiserslautern,"1.990,00",English,6 semesters,Winter semester,,,
643,Kaiserslautern,Rhineland-Palatinate,320,Master's degree,Financial Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6177/,Technische Universität Kaiserslautern ,Kaiserslautern,,,,,Online,"Mathematics, Natural Sciences in general",Not specified
644,Kaiserslautern,Rhineland-Palatinate,613,Master's degree,Master Biology - Specialisation Ecology (Eco),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4805/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,6 semesters,"Winter semester, Summer semester",,,
645,Kaiserslautern,Rhineland-Palatinate,614,Master's degree,Master Biology - Specialisation Microbial & Plant Biotechnology (MPBiotec),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4799/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
646,Kaiserslautern,Rhineland-Palatinate,615,Master's degree,Master Biology - Specialisation Molecular Cell Biology (MCB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4803/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,6 semesters,"Winter semester, Summer semester",,,
647,Kaiserslautern,Rhineland-Palatinate,616,Master's degree,Master Biology - Specialisation Neurobiology (Neuro),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4804/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
648,Kaiserslautern,Rhineland-Palatinate,655,Master's degree,Master Mathematics International,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3756/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
649,Kaiserslautern,Rhineland-Palatinate,775,Master's degree,Master of Science in Cognitive Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4486/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,Winter semester,,,
650,Kaiserslautern,Rhineland-Palatinate,777,Master's degree,Master of Science in Commercial Vehicle Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3946/,Technische Universität Kaiserslautern ,Kaiserslautern,none,"German, English",4 semesters,Winter semester,,,
651,Kaiserslautern,Rhineland-Palatinate,914,Master's degree,Master of Software Engineering for Embedded Systems (DISC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3841/,Technische Universität Kaiserslautern ,Kaiserslautern,"1.990,00",English,4 semesters,Winter semester,,,
652,Kaiserslautern,Rhineland-Palatinate,976,Master's degree,Master: Advanced Quantum Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4769/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
653,Kaiserslautern,Rhineland-Palatinate,1025,Master's degree,Mechanical Engineering/Mechatronics (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4202/,Kaiserslautern University of Applied Sciences ,Kaiserslautern,none,English,3 semesters,"Winter semester, Summer semester",,,
654,Kamp-Lintfort,North Rhine-Westphalia,193,Master's degree,"Digital Media, MA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4489/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,3 semesters,Summer semester,,,
655,Kamp-Lintfort,North Rhine-Westphalia,475,Master's degree,"International Management and Psychology, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4491/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,3 semesters,"Winter semester, Summer semester",,,
656,Kamp-Lintfort,North Rhine-Westphalia,1246,Master's degree,"Usability Engineering, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4225/,Rhine-Waal University of Applied Sciences ,Kamp-Lintfort,none,English,3 semesters,"Winter semester, Summer semester",,,
657,Karlsruhe,Baden-Württemberg,251,Master's degree,"Energy Engineering & Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4551/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
658,Karlsruhe,Baden-Württemberg,277,Master's degree,ERASMUS Mundus Master's Programme EUROPHOTONICS (EMMC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4327/,Karlsruhe Institute of Technology ,Karlsruhe,none,English,4 semesters,Winter semester,,,
659,Karlsruhe,Baden-Württemberg,278,Master's degree,Erasmus+ Joint Master's Degree Programme in Mechatronic and Micro-Mechatronic Systems EU4M,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4105/,Karlsruhe University of Applied Sciences ,Karlsruhe,varied,"German, English",4 semesters,Winter semester,,,
660,Karlsruhe,Baden-Württemberg,321,Master's degree,"Financial Engineering (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4552/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
661,Karlsruhe,Baden-Württemberg,409,Master's degree,"Information Systems Engineering and Management (MSc, executive)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4553/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
662,Karlsruhe,Baden-Württemberg,414,Master's degree,InnoEnergy Master's School: Energy Technologies (ENTECH),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5652/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
663,Karlsruhe,Baden-Württemberg,486,Master's degree,International Master in Geophysics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5238/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
664,Karlsruhe,Baden-Württemberg,502,Master's degree,International Master's Degree Programme in Geomatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3757/,Karlsruhe University of Applied Sciences ,Karlsruhe,varied,English,4 semesters,Winter semester,,,
665,Karlsruhe,Baden-Württemberg,564,Master's degree,"Leadership – Politics, Philosophy & Economics (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7083/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,4 semesters,"Winter semester, Summer semester",Online,,
666,Karlsruhe,Baden-Württemberg,593,Master's degree,Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4361/,Karlshochschule International University ,Karlsruhe,"4.140,00",English,4 semesters,Summer semester,,,
667,Karlsruhe,Baden-Württemberg,600,Master's degree,"Management of Product Development (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4550/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
668,Karlsruhe,Baden-Württemberg,736,Master's degree,Master of Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6176/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
669,Karlsruhe,Baden-Württemberg,860,Master's degree,Master of Science in Meteorology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6400/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
670,Karlsruhe,Baden-Württemberg,871,Master's degree,Master of Science in Optics & Photonics at the Karlsruhe School of Optics & Photonics (KSOP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3951/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,Winter semester,,,
671,Karlsruhe,Baden-Württemberg,921,Master's degree,Master's Degree Course in Regional Science / Spatial Planning,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4649/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00","German, Spanish",4 semesters,Winter semester,,,
672,Karlsruhe,Baden-Württemberg,923,Master's degree,Master's Degree Programme in Remote Sensing and Geoinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6163/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
673,Karlsruhe,Baden-Württemberg,981,Master's degree,Materials Science and Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6908/,Karlsruhe Institute of Technology ,Karlsruhe,,English,4 semesters,"Winter semester, Summer semester",,,
674,Karlsruhe,Baden-Württemberg,1048,Master's degree,"Mobility Systems Engineering & Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4554/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
675,Karlsruhe,Baden-Württemberg,1076,Master's degree,MSc in Water Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4853/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
676,Karlsruhe,Baden-Württemberg,1152,Master's degree,"Production & Operations Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4555/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
677,Karlsruhe,Baden-Württemberg,1179,Master's degree,Sensor Systems Technology (SSTM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3758/,Karlsruhe University of Applied Sciences ,Karlsruhe,varied,English,4 semesters,Summer semester,,,
678,Kassel,Hesse,215,Master's degree,Economic Behaviour & Governance (EB&Go),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4395/,University of Kassel ,Kassel,none,English,3 semesters,"Winter semester, Summer semester",,,
679,Kassel,Hesse,231,Master's degree,Electrical Communication Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3759/,University of Kassel ,Kassel,none,English,3 semesters,"Winter semester, Summer semester",,,
680,Kassel,Hesse,290,Master's degree,European Master in Business Studies (EMBS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4091/,University of Kassel ,Kassel,"1.250,00",English,4 semesters,Winter semester,,,
681,Kassel,Hesse,353,Master's degree,German Language and Literature (binational),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5511/,University of Kassel ,Kassel,none,German,4 semesters,"Winter semester, Summer semester",,,
682,Kassel,Hesse,371,Master's degree,Global Political Economy and Development (MA GPED),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3639/,University of Kassel ,Kassel,none,English,4 semesters,Winter semester,,,
683,Kassel,Hesse,555,Master's degree,Labour Policies and Globalisation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3817/,University of Kassel ,Kassel,none,English,2 semesters,Winter semester,,,
684,Kassel,Hesse,673,Master's degree,Master of Arts in German as a Foreign and Second Language (Master DaFZ),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6081/,University of Kassel ,Kassel,none,German,4 semesters,Winter semester,,,
685,Kassel,Hesse,949,Master's degree,Master's in Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6956/,University of Kassel ,Kassel,none,English,4 semesters,"Winter semester, Summer semester",,,
686,Kassel,Hesse,1097,Master's degree,MSc Renewable Energy and Energy Efficiency for the Middle East and North Africa (MENA) Region (REMENA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4412/,University of Kassel ,Kassel,"2.500,00",English,4 semesters,"Winter semester, Summer semester",,,
687,Kassel,Hesse,1105,Master's degree,Nanoscience (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4735/,University of Kassel ,Kassel,none,"English, German",4 semesters,"Winter semester, Summer semester",,,
688,Kassel,Hesse,1122,Master's degree,Online MSc Wind Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4654/,University of Kassel ,Kassel,"2.000,00",English,7 semesters,Winter semester,Online,,
689,Kassel,Hesse,1123,Master's degree,Online MSc Wind Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5169/,University of Kassel ,Kassel,,,,,Online,Engineering in general,Virtual classroom
690,Kiel,Schleswig-Holstein,229,Master's degree,Electric Vehicle Propulsion and Control (E-PiCo),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7067/,Kiel University ,Kiel,,English,4 semesters,Winter semester,,,
691,Kiel,Schleswig-Holstein,358,Master's degree,German/International/European Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3597/,Kiel University ,Kiel,none,"German, English",2 semesters,Winter semester,,,
692,Kiel,Schleswig-Holstein,754,Master's degree,Master of Science in AgriGenomics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4289/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
693,Kiel,Schleswig-Holstein,774,Master's degree,Master of Science in Climate Physics: Meteorology and Physical Oceanography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4114/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
694,Kiel,Schleswig-Holstein,788,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6148/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
695,Kiel,Schleswig-Holstein,789,Master's degree,Master of Science in Dairy Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4857/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
696,Kiel,Schleswig-Holstein,803,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4275/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
697,Kiel,Schleswig-Holstein,807,Master's degree,Master of Science in Electrical Engineering and Information Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6159/,Kiel University ,Kiel,none,English,3 semesters,"Winter semester, Summer semester",,,
698,Kiel,Schleswig-Holstein,813,Master's degree,Master of Science in Environmental and Resource Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4506/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
699,Kiel,Schleswig-Holstein,849,Master's degree,Master of Science in Materials Science and Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6268/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
700,Kiel,Schleswig-Holstein,850,Master's degree,Master of Science in Materials Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6086/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
701,Kiel,Schleswig-Holstein,851,Master's degree,Master of Science in Mathematical Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6122/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
702,Kiel,Schleswig-Holstein,865,Master's degree,Master of Science in Molecular Biology & Evolution (MAMBE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4742/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
703,Kiel,Schleswig-Holstein,887,Master's degree,Master of Science in Quantitative Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4274/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
704,Kiel,Schleswig-Holstein,888,Master's degree,Master of Science in Quantitative Finance,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4287/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
705,Kiel,Schleswig-Holstein,1039,Master's degree,Medical Life Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4507/,Kiel University ,Kiel,none,English,4 semesters,Summer semester,,,
706,Kleve,North Rhine-Westphalia,70,Master's degree,"Biological Resources, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4619/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
707,Kleve,North Rhine-Westphalia,79,Master's degree,Bionics MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4224/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
708,Kleve,North Rhine-Westphalia,223,Master's degree,"Economics and Finance, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4226/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
709,Kleve,North Rhine-Westphalia,1024,Master's degree,"Mechanical Engineering, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4492/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
710,Kleve,North Rhine-Westphalia,1215,Master's degree,"Sustainable Development Management, MA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4687/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
711,Koblenz,Rhineland-Palatinate,33,Master's degree,Applied Natural Sciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4688/,University of Koblenz-Landau ,Koblenz,none,English,3 semesters,"Winter semester, Summer semester",,,
712,Koblenz,Rhineland-Palatinate,67,Master's degree,BioGeoSciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6911/,University of Koblenz-Landau ,Koblenz,none,English,4 semesters,"Winter semester, Summer semester",,,
713,Koblenz,Rhineland-Palatinate,208,Master's degree,E-Government (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6924/,University of Koblenz-Landau ,Koblenz,none,English,4 semesters,"Winter semester, Summer semester",,,
714,Koblenz,Rhineland-Palatinate,985,Master's degree,"Mathematical Modelling, Simulation and Optimisation (MSc)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4579/,University of Koblenz-Landau ,Koblenz,none,English,4 semesters,"Winter semester, Summer semester",,,
715,Koblenz,Rhineland-Palatinate,1255,Master's degree,Web and Data Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4384/,University of Koblenz-Landau ,Koblenz,none,English,4 semesters,"Winter semester, Summer semester",,,
716,Konstanz,Baden-Württemberg,23,Master's degree,Anthropology and Sociology (Master of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4778/,University of Konstanz ,Konstanz,varied,"German, English",4 semesters,"Winter semester, Summer semester",,,
717,Konstanz,Baden-Württemberg,71,Master's degree,Biological Sciences (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4745/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
718,Konstanz,Baden-Württemberg,108,Master's degree,Chemistry (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6350/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
719,Konstanz,Baden-Württemberg,142,Master's degree,Computer and Information Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4249/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
720,Konstanz,Baden-Württemberg,220,Master's degree,Economics (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4042/,University of Konstanz ,Konstanz,varied,English,4 semesters,Winter semester,,,
