,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
991,Master's degree,Mathematics and Computer Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4758/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
992,Master's degree,Mathematics in Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4850/,Technische Universität München ,Garching b. München,none,English,4 semesters,"Winter semester, Summer semester",,,
993,Master's degree,Mathematics in Operations Research,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3963/,Technische Universität München ,Garching b. München,none,English,4 semesters,"Winter semester, Summer semester",,,
994,Master's degree,Mathematics International,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4620/,Julius-Maximilians-Universität Würzburg ,Würzburg,none,English,4 semesters,"Winter semester, Summer semester",,,
995,Master's degree,Max Planck School Matter to Life – Combined Master's & PhD Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6280/,University of Göttingen ,Göttingen,none,English,More than 9 semesters,Winter semester,,,
996,Master's degree,MBA & Engineering in Life Science Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4673/,HTW Berlin ,Berlin,,English,3 semesters,Winter semester,,,
997,Master's degree,MBA Aviation and Tourism Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4250/,Frankfurt University of Applied Sciences ,Frankfurt am Main,,English,4 semesters,Winter semester,,,
998,Master's degree,MBA Financial Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3715/,Coburg University ,Coburg,"2.950,00",English,4 semesters,Winter semester,,,
999,Master's degree,MBA General Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4648/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
1000,Master's degree,MBA General Management (Special Track),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6226/,Kempten University of Applied Sciences ,Kempten (Allgäu),,English,3 semesters,"Winter semester, Summer semester",,,
1001,Master's degree,MBA in European/Asian Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4662/,Bremen University of Applied Sciences ,Bremen,"4.630,00",English,3 semesters,Winter semester,,,
1002,Master's degree,MBA in General Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3801/,Technische Hochschule Nürnberg Georg Simon Ohm ,Nürnberg,,English,3 semesters,"Winter semester, Summer semester",,,
1003,Master's degree,MBA in Global Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3589/,Bremen University of Applied Sciences ,Bremen,,English,3 semesters,Winter semester,,,
1004,Master's degree,MBA in International Healthcare Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3628/,Frankfurt School of Finance & Management ,Frankfurt am Main,"11.666,00",English,4 semesters,Winter semester,,,
1005,Master's degree,MBA in International Tourism Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3630/,Bremen University of Applied Sciences ,Bremen,"4.170,00",English,3 semesters,Winter semester,,,
1006,Master's degree,MBA International Business,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4083/,University of Applied Sciences Zwickau ,Zwickau,"1.950,00","German, English",4 semesters,Winter semester,,,
1007,Master's degree,MBA International Business in Developing and Emerging Markets (IBDEM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4018/,TU Bergakademie Freiberg ,Freiberg,none,English,4 semesters,Winter semester,,,
1008,Master's degree,MBA International Business Management & Leadership,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4344/,Kempten University of Applied Sciences ,Kempten (Allgäu),,English,3 semesters,"Winter semester, Summer semester",,,
1009,Master's degree,MBA International Healthcare Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4638/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
1010,Master's degree,MBA International Human Resource Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7072/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
1011,Master's degree,MBA International Management (Full-Time),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4589/,Reutlingen University ,Reutlingen,"3.450,00",English,2 semesters,Winter semester,,,
1012,Master's degree,MBA International Management of Resources & Environment (IMRE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3732/,TU Bergakademie Freiberg ,Freiberg,none,English,4 semesters,Winter semester,,,
1013,Master's degree,MBA Marketing Intelligence,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7071/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
1014,Master's degree,MBA Medical Devices & Healthcare Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6157/,Furtwangen University ,Tuttlingen,"4.500,00",English,4 semesters,Winter semester,,,
1015,Master's degree,MBA Sales Management (Special Track),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6230/,Kempten University of Applied Sciences ,Kempten (Allgäu),,English,3 semesters,"Winter semester, Summer semester",,,
1016,Master's degree,MBA Supply Chain Management (Special Track),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6231/,Kempten University of Applied Sciences ,Kempten (Allgäu),,English,3 semesters,"Winter semester, Summer semester",,,
1017,Master's degree,MBA Sustainable Innovation and Entrepreneurship,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7073/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
1018,Master's degree,"MBA Wine, Sustainability & Sales",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4760/,Ludwigshafen University of Business and Society ,Neustadt an der Weinstraße,"3.500,00",English,4 semesters,Winter semester,,,
1019,Master's degree,MBA | MA in Technology Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4090/,NIT Northern Institute of Technology Management ,Hamburg,varied,English,4 semesters,Winter semester,,,
1020,Master's degree,Mechanical and Process Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7028/,TU Bergakademie Freiberg ,Freiberg,none,English,4 semesters,Winter semester,,,
1021,Master's degree,Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6254/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
1022,Master's degree,Mechanical Engineering and Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3749/,Hamburg University of Technology ,Hamburg,none,"German, English",4 semesters,Winter semester,,,
1023,Master's degree,"Mechanical Engineering, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4352/,Technische Hochschule Lübeck ,Lübeck,none,English,3 semesters,"Winter semester, Summer semester",,,
1024,Master's degree,"Mechanical Engineering, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4492/,Rhine-Waal University of Applied Sciences ,Kleve,none,English,3 semesters,"Winter semester, Summer semester",,,
1025,Master's degree,Mechanical Engineering/Mechatronics (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4202/,Kaiserslautern University of Applied Sciences ,Kaiserslautern,none,English,3 semesters,"Winter semester, Summer semester",,,
1026,Master's degree,Mechatronic and Cyber-Physical Systems (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5378/,Deggendorf Institute of Technology ,Deggendorf,none,English,3 semesters,"Winter semester, Summer semester",,,
1027,Master's degree,Mechatronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3633/,University of Applied Sciences Ravensburg-Weingarten ,Weingarten,"1.500,00",English,3 semesters,Winter semester,,,
1028,Master's degree,Mechatronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3750/,Hamburg University of Technology ,Hamburg,none,"German, English",4 semesters,Winter semester,,,
1029,Master's degree,Media and Culture Analysis: Theatre and Media Cultures in a Transnational Space,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3859/,Heinrich Heine University Düsseldorf ,Düsseldorf,varied,"German, French",4 semesters,Winter semester,,,
1030,Master's degree,Media Informatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3728/,RWTH Aachen University ,Bonn,none,English,4 semesters,Winter semester,,,
1031,Master's degree,Media Informatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4634/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
1032,Master's degree,Media Technology MSc Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4147/,Technische Universität Ilmenau ,Ilmenau,none,English,3 semesters,"Winter semester, Summer semester",,,
1033,Master's degree,MediaArchitecture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3655/,Bauhaus-Universität Weimar ,Weimar,none,"German, English",4 semesters,Winter semester,,,
1034,Master's degree,Medical Devices – Research and Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7029/,Ulm University of Applied Sciences ,Ulm,none,"German, English",3 semesters,"Winter semester, Summer semester",,,
1035,Master's degree,Medical Engineering - Branches of Study: Medical Image and Data Processing / Health & Medical Data Analytics and Entrepreneurship,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4407/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1036,Master's degree,"Medical Immunosciences and Infection, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4776/,University of Bonn ,Bonn,none,English,4 semesters,Winter semester,,,
1037,Master's degree,Medical Informatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4600/,Deggendorf Institute of Technology ,Pfarrkirchen,none,English,3 semesters,Winter semester,,,
1038,Master's degree,Medical Informatics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6104/,University of Tübingen ,Tübingen,"1.500,00",English,4 semesters,Winter semester,,,
1039,Master's degree,Medical Life Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4507/,Kiel University ,Kiel,none,English,4 semesters,Summer semester,,,
1040,Master's degree,Medical Systems Engineering (MSE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6905/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Summer semester,,,
1041,Master's degree,MEng Mechatronics and Robotics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6347/,University of Applied Sciences Schmalkalden ,Schmalkalden,none,English,3 semesters,Winter semester,,,
1042,Master's degree,Metallic Materials Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5232/,TU Bergakademie Freiberg ,Freiberg,none,English,3 semesters,"Winter semester, Summer semester",,,
1043,Master's degree,Metallurgy and Metal Forming,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6255/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
1044,Master's degree,Micro and Nano Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4103/,Chemnitz University of Technology ,Chemnitz,none,English,4 semesters,Winter semester,,,
1045,Master's degree,Micro- and Nanoelectronics – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4811/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
1046,Master's degree,Microelectronics and Microsystems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3751/,Hamburg University of Technology ,Hamburg,none,English,4 semesters,Winter semester,,,
1047,Master's degree,Mining Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4505/,Clausthal University of Technology ,Clausthal-Zellerfeld,none,English,4 semesters,"Winter semester, Summer semester",,,
1048,Master's degree,"Mobility Systems Engineering & Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4554/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
1049,Master's degree,Modern Indian Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4150/,University of Göttingen ,Göttingen,none,English,4 semesters,Winter semester,,,
1050,Master's degree,Modern Sinology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4675/,University of Göttingen ,Göttingen,none,"English, Chinese",4 semesters,Winter semester,,,
1051,Master's degree,Molecular and Cellular Biology (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4235/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
1052,Master's degree,"Molecular and Computational Biology, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4644/,Julius-Maximilians-Universität Würzburg ,Würzburg,none,English,4 semesters,"Winter semester, Summer semester",,,
1053,Master's degree,Molecular Biosciences MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3878/,Universität Heidelberg ,Heidelberg,varied,English,4 semesters,Winter semester,,,
1054,Master's degree,Molecular Cell Biology and Immunology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6118/,University of Tübingen ,Tübingen,varied,"German, English",4 semesters,Winter semester,,,
1055,Master's degree,"Molecular Life Sciences: Microbiology, Biotechnology and Biochemistry (MSc/PhD)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4072/,University of Göttingen ,Göttingen,none,English,4 semesters,Winter semester,,,
1056,Master's degree,Molecular Medicine (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4519/,University of Tübingen ,Tübingen,varied,English,2 semesters,Winter semester,,,
1057,Master's degree,Molecular Sciences – Spectroscopy and Simulation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4237/,Ruhr-Universität Bochum ,Bochum,none,English,4 semesters,Winter semester,,,
1058,Master's degree,"MPA in European Studies – Energy, Climate and Digital Transformation",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5624/,RWTH Aachen University ,Aachen,"5.350,00",English,3 semesters,Winter semester,,,
1059,Master's degree,MSc Advanced Materials and Processes (MAP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3762/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
1060,Master's degree,MSc Advanced Optical Technologies (MAOT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4046/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
1061,Master's degree,MSc Applied Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5551/,University of Applied Sciences Schmalkalden ,Schmalkalden,none,English,4 semesters,Winter semester,,,
1062,Master's degree,MSc Applied Geosciences – Energy & Mineral Resources (EMR),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4570/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
1063,Master's degree,"MSc Biodiversity, Evolution, Ecology",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4013/,Freie Universität Berlin ,Berlin,none,"German, English",4 semesters,Winter semester,,,
1064,Master's degree,MSc Biology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5298/,Freie Universität Berlin ,Berlin,none,"German, English",4 semesters,Winter semester,,,
1065,Master's degree,MSc Business Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6409/,HSBA Hamburg School of Business Administration ,Hamburg,"4.500,00",English,5 semesters,Winter semester,,,
1066,Master's degree,MSc Chemical and Biological Engineering (CBI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3729/,FAU Erlangen-Nürnberg ,Erlangen,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
1067,Master's degree,MSc Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4405/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1068,Master's degree,MSc Cognitive Science - Embodied Cognition,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4696/,University of Potsdam ,Potsdam,none,English,4 semesters,Winter semester,,,
1069,Master's degree,MSc Computational and Applied Mathematics (CAM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4789/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1070,Master's degree,MSc Data Analytics and Decision Science (DDS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4874/,RWTH Aachen University ,Aachen,"7.500,00",English,4 semesters,Winter semester,Online,,
1071,Master's degree,MSc Gerontology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4364/,FAU Erlangen-Nürnberg ,Nürnberg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
1072,Master's degree,MSc High-Performance Sport,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5210/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
1073,Master's degree,MSc in Marine Microbiology (MarMic),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3874/,Max Planck Institute for Marine Microbiology ,Bremen,none,English,3 semesters,Winter semester,,,
1074,Master's degree,MSc in Music Acoustics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6213/,Detmold University of Music ,Detmold,none,"English, German",4 semesters,Winter semester,,,
1075,Master's degree,MSc in Polymer Science Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7020/,Technische Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
1076,Master's degree,MSc in Water Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4853/,Karlsruhe Institute of Technology ,Karlsruhe,"1.500,00",English,4 semesters,"Winter semester, Summer semester",,,
1077,Master's degree,MSc Integrated Immunology (iImmune),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5223/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
1078,Master's degree,"MSc Integrated Life Sciences - Biology, Biomathematics, Biophysics",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4569/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
1079,Master's degree,MSc Integrative Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3988/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
1080,Master's degree,MSc Interdisciplinary Neuroscience (INS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4180/,Goethe University Frankfurt ,Frankfurt am Main,none,English,4 semesters,Winter semester,,,
1081,Master's degree,MSc International Food Business and Consumer Studies (IFBC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3634/,University of Kassel ,Witzenhausen,none,English,4 semesters,Winter semester,,,
1082,Master's degree,MSc International Information Systems (IIS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4084/,FAU Erlangen-Nürnberg ,Nürnberg,none,"German, English",4 semesters,Winter semester,,,
1083,Master's degree,"MSc Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME TIME)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4757/,RWTH Aachen University ,Aachen,,English,3 semesters,Winter semester,Online,,
1084,Master's degree,"MSc Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME TIME) – part-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4875/,RWTH Aachen University ,Aachen,,English,6 semesters,Winter semester,Online,,
1085,Master's degree,MSc Medical Biometry / Biostatistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6476/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
1086,Master's degree,MSc Molecular Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4684/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
1087,Master's degree,MSc Molecular Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4404/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1088,Master's degree,MSc Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6526/,University of Freiburg ,Freiburg im Breisgau,varied,English,4 semesters,Winter semester,,,
1089,Master's degree,MSc Pharmaceutical Biotechnology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4027/,Hamburg University of Applied Sciences ,Hamburg,none,English,3 semesters,"Winter semester, Summer semester",,,
1090,Master's degree,MSc Photovoltaics Engineering Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6900/,Anhalt University of Applied Sciences ,Köthen / Anhalt,none,English,3 semesters,"Winter semester, Summer semester",,,
1091,Master's degree,MSc Physical Geography: Climate & Environmental Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4788/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1092,Master's degree,MSc Physical Geography: Environmental History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4706/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
1093,Master's degree,MSc Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4311/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
1094,Master's degree,MSc Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4516/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
1095,Master's degree,MSc Psychology: Learning Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4205/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
1096,Master's degree,"MSc Remote Sensing, geoInformation, and Visualisation (RSIV)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4855/,University of Potsdam ,Potsdam,none,English,4 semesters,Winter semester,,,
1097,Master's degree,MSc Renewable Energy and Energy Efficiency for the Middle East and North Africa (MENA) Region (REMENA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4412/,University of Kassel ,Kassel,"2.500,00",English,4 semesters,"Winter semester, Summer semester",,,
1098,Master's degree,MSc Renewable Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4059/,Hamburg University of Applied Sciences ,Hamburg,none,English,3 semesters,Winter semester,,,
1099,Master's degree,MSc Systems Engineering & Engineering Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4062/,South Westphalia University of Applied Sciences ,Soest,none,English,3 semesters,"Winter semester, Summer semester",,,
1100,Master's degree,Multilingualism and Regionality (MA_MuR),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6569/,Universität Regensburg ,Regensburg,none,"German, English",4 semesters,Winter semester,,,
1101,Master's degree,Mundus Urbano - International Cooperation in Urban Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5361/,TU Darmstadt ,Darmstadt,varied,English,4 semesters,Winter semester,,,
1102,Master's degree,Music Therapy (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4622/,SRH University Heidelberg ,Heidelberg,"4.140,00",English,4 semesters,Winter semester,,,
1103,Master's degree,Nanoscience (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6363/,University of Konstanz ,Konstanz,,English,4 semesters,"Winter semester, Summer semester",,,
1104,Master's degree,Nanoscience (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4613/,University of Tübingen ,Tübingen,varied,English,4 semesters,Winter semester,,,
1105,Master's degree,Nanoscience (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4735/,University of Kassel ,Kassel,none,"English, German",4 semesters,"Winter semester, Summer semester",,,
1106,Master's degree,"Nanoscience - Materials, Molecules and Cells",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6137/,Osnabrück University ,Osnabrück,none,English,4 semesters,Winter semester,,,
1107,Master's degree,National and International Administration and Policy with Fast-Track Doctoral Stream (MANIA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5376/,University of Potsdam ,Potsdam,none,English,4 semesters,"Winter semester, Summer semester",,,
1108,Master's degree,Natural Hazards and Risks in Structural Engineering (NHRE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3612/,Bauhaus-Universität Weimar ,Weimar,none,English,4 semesters,Winter semester,,,
1109,Master's degree,Natural Resources Management and Development (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4189/,TH Köln (University of Applied Sciences) ,Köln,none,English,4 semesters,Winter semester,,,
1110,Master's degree,Networked Production Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3813/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
1111,Master's degree,Neural Engineering (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6567/,htw saar - University of Applied Sciences ,Saarbrücken,none,English,3 semesters,"Winter semester, Summer semester",,,
1112,Master's degree,Neuro-cognitive Psychology (NCP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3806/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
1113,Master's degree,Neurobiology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4815/,University of Tübingen ,Tübingen,varied,"English, German",4 semesters,Winter semester,,,
1114,Master's degree,Neurosciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4256/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
1115,Master's degree,Non-Destructive Testing (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4743/,Dresden International University ,Dresden,"4.800,00",English,4 semesters,Winter semester,,,
1116,Master's degree,North American Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4190/,Philipps-Universität Marburg ,Marburg,none,English,4 semesters,Winter semester,,,
1117,Master's degree,North American Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4312/,University of Göttingen ,Göttingen,none,English,4 semesters,"Winter semester, Summer semester",,,
1118,Master's degree,Nutrition and Biomedicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4322/,Technische Universität München ,Freising,,English,4 semesters,Winter semester,,,
1119,Master's degree,ONLINE Distance E-Learning Programme Master of Business Administration in International Business Management / Internationale Betriebswirtschaftslehre (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6936/,Ludwigshafen University of Business and Society ,Ludwigshafen am Rhein,,,,,Online,Business and Economics,Virtual classroom | Blended learning
1120,Master's degree,ONLINE Distance Learning Programme Master of Business Administration in International Business Management (MBA) – Internationale Betriebswirtschaftslehre – English language,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5636/,Ludwigshafen University of Business and Society ,Ludwigshafen am Rhein,"2.250,00",English,4 semesters,"Winter semester, Summer semester",Online,,
1121,Master's degree,Online Master's Study Programme in Advanced Oncology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4155/,Ulm University ,Ulm,"4.875,00",English,4 semesters,Winter semester,Online,,
1122,Master's degree,Online MSc Wind Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4654/,University of Kassel ,Kassel,"2.000,00",English,7 semesters,Winter semester,Online,,
